Time,Device name,X-axis vibration speed(mm/s),Y-axis vibration speed(mm/s),Z-axis vibration speed(mm/s),Chip Time(),X-axis angular vibration amplitude(°),Y-axis angular vibration amplitude(°),Z-axis angular vibration amplitude(°),Temperature(℃),X-axis vibration displacement(um),Y-axis vibration displacement(um),Z-axis vibration displacement(um),X-axis frequency vibration frequency(),Y-axis frequency vibration frequency(),Z-axis frequency vibration frequency(),Power Percent(%)()
 15:35:04.988,e8:cb:ed:5a:4c:24, 1, 0, 0,, 0.000, 0.000, 0.000, 25.50, 12, 4, 6, 2, 6, 9, 100,
 15:35:04.989,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.000, 0.000, 25.31, 11, 6, 11, 2, 6, 9, 100,
 15:35:04.989,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.25, 7, 6, 14, 2, 6, 9, 100,
 15:35:04.989,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.011, 0.000, 25.18, 2, 5, 10, 2, 6, 9, 100,
 15:35:04.989,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.25, 4, 3, 15, 2, 6, 9, 100,
 15:35:04.989,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.005, 0.000, 25.50, 11, 4, 14, 2, 6, 9, 100,
 15:35:04.989,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.31, 16, 5, 10, 2, 6, 9, 100,
 15:35:04.989,e8:cb:ed:5a:4c:24, 2, 0, 0,, 0.000, 0.000, 0.000, 25.37, 19, 3, 9, 2, 6, 9, 100,
 15:35:04.989,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.44, 18, 0, 9, 2, 6, 9, 100,
 15:35:04.989,e8:cb:ed:5a:4c:24, 1, 1, 1,, 0.000, 0.000, 0.000, 25.56, 19, 6, 10, 2, 6, 9, 100,
 15:35:04.989,e8:cb:ed:5a:4c:24, 0, 0, 1,, 0.000, 0.000, 0.000, 25.37, 16, 10, 6, 2, 6, 9, 100,
 15:35:04.989,e8:cb:ed:5a:4c:24, 0, 0, 0,, 0.000, 0.000, 0.000, 25.44, 11, 13, 3, 2, 6, 9, 100,
 15:35:04.989,e8:cb:ed:5a:4c:24, 0, 0, 1,, 0.000, 0.000, 0.000, 25.37, 6, 15, 2, 2, 6, 9, 100,
 15:35:04.989,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.000, 0.000, 25.25, 7, 16, 3, 2, 6, 9, 100,
 15:35:04.989,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.005, 0.000, 25.50, 9, 17, 5, 2, 6, 9, 100,
 15:35:04.989,e8:cb:ed:5a:4c:24, 2, 0, 2,, 0.000, 0.000, 0.000, 25.37, 16, 18, 11, 2, 6, 9, 100,
 15:35:05.006,e8:cb:ed:5a:4c:24, 2, 0, 2,, 0.000, 0.000, 0.000, 25.37, 23, 22, 15, 2, 6, 9, 100,
 15:35:05.006,e8:cb:ed:5a:4c:24, 1, 1, 2,, 0.000, 0.000, 0.000, 25.50, 29, 26, 28, 2, 6, 9, 100,
 15:35:05.006,e8:cb:ed:5a:4c:24, 1, 0, 0,, 0.000, 0.005, 0.000, 25.44, 31, 26, 26, 2, 6, 9, 100,
 15:35:05.006,e8:cb:ed:5a:4c:24, 0, 0, 1,, 0.000, 0.005, 0.000, 25.37, 32, 25, 29, 2, 6, 9, 100,
 15:35:05.006,e8:cb:ed:5a:4c:24, 0, 0, 2,, 0.000, 0.000, 0.000, 25.44, 28, 24, 29, 2, 6, 9, 100,
 15:35:05.006,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.50, 24, 25, 12, 2, 6, 9, 100,
 15:35:05.006,e8:cb:ed:5a:4c:24, 1, 0, 3,, 0.000, 0.005, 0.000, 25.44, 20, 25, 10, 2, 6, 9, 100,
 15:35:05.006,e8:cb:ed:5a:4c:24, 1, 1, 2,, 0.000, 0.000, 0.000, 25.37, 14, 26, 15, 2, 6, 9, 100,
 15:35:05.008,e8:cb:ed:5a:4c:24, 0, 0, 1,, 0.000, 0.000, 0.000, 25.37, 9, 25, 15, 2, 6, 9, 100,
 15:35:05.008,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.31, 4, 1, 20, 2, 6, 9, 100,
 15:35:05.008,e8:cb:ed:5a:4c:24, 2, 0, 2,, 0.000, 0.000, 0.000, 25.44, 2, 2, 22, 2, 6, 9, 100,
 15:35:05.008,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.000, 0.000, 25.25, 7, 1, 7, 2, 6, 9, 100,
 15:35:05.095,e8:cb:ed:5a:4c:24, 3, 0, 2,, 0.000, 0.000, 0.000, 25.50, 15, 2, 6, 2, 6, 9, 100,
 15:35:05.095,e8:cb:ed:5a:4c:24, 3, 0, 1,, 0.000, 0.000, 0.000, 25.25, 10, 17, 33, 2, 6, 9, 100,
 15:35:05.095,e8:cb:ed:5a:4c:24, 2, 1, 1,, 0.000, 0.000, 0.000, 25.37, 21, 23, 25, 2, 6, 9, 100,
 15:35:05.095,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.56, 33, 24, 24, 2, 6, 9, 100,
 15:35:05.095,e8:cb:ed:5a:4c:24, 0, 1, 2,, 0.000, 0.005, 0.000, 25.44, 39, 25, 10, 2, 6, 9, 100,
 15:35:05.095,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.44, 38, 27, 4, 2, 6, 9, 100,
 15:35:05.095,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.000, 0.000, 25.56, 37, 27, 3, 2, 6, 9, 100,
 15:35:05.095,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.000, 0.000, 25.44, 36, 28, 3, 2, 6, 9, 100,
 15:35:05.124,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.44, 27, 30, 3, 2, 6, 9, 100,
 15:35:05.124,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.25, 17, 30, 7, 2, 6, 9, 100,
 15:35:05.124,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.44, 7, 27, 8, 2, 6, 9, 100,
 15:35:05.124,e8:cb:ed:5a:4c:24, 1, 1, 1,, 0.000, 0.005, 0.000, 25.44, 3, 21, 4, 2, 6, 9, 100,
 15:35:05.261,e8:cb:ed:5a:4c:24, 1, 0, 0,, 0.000, 0.005, 0.000, 25.37, 6, 14, 2, 2, 6, 9, 100,
 15:35:05.261,e8:cb:ed:5a:4c:24, 1, 0, 0,, 0.000, 0.000, 0.000, 25.50, 9, 14, 6, 2, 6, 9, 100,
 15:35:05.261,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.25, 10, 12, 2, 2, 6, 9, 100,
 15:35:05.261,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.000, 0.000, 25.37, 10, 9, 9, 2, 6, 9, 100,
 15:35:05.365,e8:cb:ed:5a:4c:24, 2, 1, 2,, 0.000, 0.000, 0.000, 25.31, 13, 6, 12, 2, 6, 9, 100,
 15:35:05.365,e8:cb:ed:5a:4c:24, 3, 0, 1,, 0.000, 0.000, 0.000, 25.44, 22, 2, 3, 2, 6, 9, 100,
 15:35:05.365,e8:cb:ed:5a:4c:24, 2, 1, 2,, 0.000, 0.000, 0.000, 25.50, 39, 8, 3, 2, 6, 9, 100,
 15:35:05.365,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.000, 0.000, 25.44, 51, 9, 10, 2, 6, 9, 100,
 15:35:05.365,e8:cb:ed:5a:4c:24, 1, 0, 0,, 0.000, 0.005, 0.000, 25.37, 60, 9, 10, 2, 6, 9, 100,
 15:35:05.365,e8:cb:ed:5a:4c:24, 2, 0, 2,, 0.000, 0.005, 0.000, 25.44, 64, 10, 24, 4, 4, 11, 100,
 15:35:05.365,e8:cb:ed:5a:4c:24, 3, 0, 1,, 0.000, 0.005, 0.000, 25.44, 69, 15, 27, 4, 4, 11, 100,
 15:35:05.365,e8:cb:ed:5a:4c:24, 2, 0, 3,, 0.000, 0.005, 0.000, 25.50, 80, 18, 34, 4, 4, 11, 100,
 15:35:05.367,e8:cb:ed:5a:4c:24, 2, 0, 2,, 0.000, 0.000, 0.000, 25.50, 87, 18, 43, 4, 4, 11, 100,
 15:35:05.367,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.000, 0.000, 25.50, 89, 16, 46, 4, 4, 11, 100,
 15:35:05.367,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.50, 85, 14, 50, 4, 4, 11, 100,
 15:35:05.367,e8:cb:ed:5a:4c:24, 0, 0, 1,, 0.000, 0.005, 0.000, 25.37, 77, 15, 49, 4, 4, 11, 100,
 15:35:05.367,e8:cb:ed:5a:4c:24, 1, 1, 1,, 0.000, 0.005, 0.000, 25.37, 70, 17, 38, 4, 4, 11, 100,
 15:35:05.367,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.25, 61, 20, 38, 4, 4, 11, 100,
 15:35:05.367,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.31, 50, 22, 26, 4, 4, 11, 100,
 15:35:05.367,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.000, 0.000, 25.50, 38, 22, 18, 4, 4, 11, 100,
 15:35:05.424,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.50, 31, 17, 11, 4, 4, 11, 100,
 15:35:05.424,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.000, 0.000, 25.25, 25, 14, 11, 4, 4, 11, 100,
 15:35:05.424,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.31, 30, 15, 10, 4, 4, 11, 100,
 15:35:05.424,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.31, 32, 14, 2, 4, 4, 11, 100,
 15:35:05.426,e8:cb:ed:5a:4c:24, 0, 0, 1,, 0.000, 0.005, 0.000, 25.25, 33, 14, 3, 4, 4, 11, 100,
 15:35:05.426,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.31, 32, 12, 8, 4, 4, 11, 100,
 15:35:05.426,e8:cb:ed:5a:4c:24, 2, 0, 0,, 0.000, 0.000, 0.000, 25.25, 31, 11, 4, 4, 4, 11, 100,
 15:35:05.426,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.000, 0.000, 25.25, 32, 5, 18, 4, 4, 11, 100,
 15:35:05.497,e8:cb:ed:5a:4c:24, 2, 0, 0,, 0.000, 0.000, 0.000, 25.44, 24, 1, 18, 4, 4, 11, 100,
 15:35:05.497,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.000, 0.000, 25.37, 16, 1, 33, 4, 4, 11, 100,
 15:35:05.497,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.000, 0.000, 25.31, 6, 1, 37, 4, 4, 11, 100,
 15:35:05.497,e8:cb:ed:5a:4c:24, 0, 0, 1,, 0.000, 0.005, 0.000, 25.44, 3, 1, 39, 4, 4, 11, 100,
 15:35:05.497,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.37, 4, 1, 42, 4, 4, 11, 100,
 15:35:05.497,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.44, 7, 2, 38, 4, 4, 11, 100,
 15:35:05.497,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.005, 0.000, 25.31, 9, 3, 49, 4, 4, 11, 100,
 15:35:05.497,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.000, 0.000, 25.44, 9, 3, 48, 4, 4, 11, 100,
 15:35:05.546,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.37, 10, 4, 35, 4, 4, 11, 100,
 15:35:05.546,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.44, 15, 5, 34, 4, 4, 11, 100,
 15:35:05.546,e8:cb:ed:5a:4c:24, 1, 1, 1,, 0.000, 0.000, 0.000, 25.31, 21, 11, 24, 4, 4, 11, 100,
 15:35:05.546,e8:cb:ed:5a:4c:24, 1, 1, 2,, 0.000, 0.005, 0.000, 25.56, 23, 15, 20, 4, 4, 11, 100,
 15:35:05.666,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.005, 0.000, 25.44, 28, 16, 13, 4, 4, 11, 100,
 15:35:05.666,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.011, 0.000, 25.44, 33, 14, 8, 4, 4, 11, 100,
 15:35:05.666,e8:cb:ed:5a:4c:24, 3, 1, 1,, 0.000, 0.005, 0.000, 25.31, 42, 11, 9, 4, 4, 11, 100,
 15:35:05.666,e8:cb:ed:5a:4c:24, 3, 0, 1,, 0.000, 0.005, 0.000, 25.31, 56, 6, 4, 4, 4, 11, 100,
 15:35:05.666,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.005, 0.000, 25.31, 67, 3, 6, 4, 4, 11, 100,
 15:35:05.666,e8:cb:ed:5a:4c:24, 2, 0, 0,, 0.000, 0.005, 0.000, 25.44, 74, 2, 2, 4, 4, 11, 100,
 15:35:05.666,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.37, 74, 3, 10, 4, 4, 11, 100,
 15:35:05.666,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.37, 73, 3, 8, 4, 4, 11, 100,
 15:35:05.666,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.31, 69, 3, 10, 4, 4, 11, 100,
 15:35:05.666,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.56, 64, 4, 14, 4, 4, 11, 100,
 15:35:05.666,e8:cb:ed:5a:4c:24, 1, 0, 0,, 0.000, 0.000, 0.000, 25.31, 59, 9, 7, 4, 4, 11, 100,
 15:35:05.666,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.000, 0.000, 25.37, 50, 12, 8, 4, 4, 11, 100,
 15:35:05.769,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.31, 42, 12, 2, 4, 4, 11, 100,
 15:35:05.770,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.005, 0.000, 25.37, 39, 8, 11, 4, 4, 11, 100,
 15:35:05.770,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.31, 39, 6, 11, 4, 4, 11, 100,
 15:35:05.770,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.44, 38, 3, 12, 4, 4, 11, 100,
 15:35:05.784,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.37, 37, 2, 14, 4, 4, 11, 100,
 15:35:05.784,e8:cb:ed:5a:4c:24, 3, 0, 1,, 0.000, 0.005, 0.000, 25.31, 39, 0, 10, 4, 4, 11, 100,
 15:35:05.784,e8:cb:ed:5a:4c:24, 3, 0, 2,, 0.000, 0.005, 0.000, 25.44, 48, 1, 18, 4, 4, 11, 100,
 15:35:05.784,e8:cb:ed:5a:4c:24, 3, 0, 1,, 0.000, 0.000, 0.000, 25.25, 63, 2, 14, 4, 4, 11, 100,
 15:35:05.845,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.31, 74, 7, 19, 4, 4, 11, 100,
 15:35:05.845,e8:cb:ed:5a:4c:24, 1, 1, 1,, 0.000, 0.000, 0.000, 25.31, 76, 9, 20, 4, 4, 11, 100,
 15:35:05.845,e8:cb:ed:5a:4c:24, 0, 0, 0,, 0.000, 0.005, 0.000, 25.44, 74, 9, 13, 4, 4, 11, 100,
 15:35:05.845,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.005, 0.000, 25.31, 69, 7, 15, 4, 4, 11, 100,
 15:35:05.906,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.005, 0.000, 25.31, 62, 8, 6, 4, 4, 11, 100,
 15:35:05.906,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.37, 53, 9, 2, 4, 4, 11, 100,
 15:35:05.906,e8:cb:ed:5a:4c:24, 2, 0, 2,, 0.000, 0.000, 0.000, 25.37, 41, 9, 20, 4, 4, 11, 100,
 15:35:05.906,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.25, 28, 8, 22, 4, 4, 11, 100,
 15:35:05.906,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.000, 0.000, 25.31, 19, 7, 28, 4, 4, 11, 100,
 15:35:05.906,e8:cb:ed:5a:4c:24, 0, 0, 1,, 0.000, 0.000, 0.000, 25.56, 22, 3, 29, 4, 4, 11, 100,
 15:35:05.906,e8:cb:ed:5a:4c:24, 0, 0, 2,, 0.000, 0.005, 0.000, 25.31, 21, 2, 28, 4, 4, 11, 100,
 15:35:05.906,e8:cb:ed:5a:4c:24, 0, 0, 1,, 0.000, 0.000, 0.000, 25.25, 19, 2, 34, 4, 4, 11, 100,
 15:35:05.906,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.44, 19, 0, 32, 4, 4, 11, 100,
 15:35:05.906,e8:cb:ed:5a:4c:24, 3, 0, 1,, 0.000, 0.005, 0.000, 25.31, 17, 2, 21, 4, 4, 11, 100,
 15:35:05.906,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.005, 0.000, 25.25, 12, 6, 19, 4, 4, 11, 100,
 15:35:05.906,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.005, 0.000, 25.31, 8, 8, 17, 4, 4, 11, 100,
 15:35:06.099,e8:cb:ed:5a:4c:24, 1, 0, 0,, 0.000, 0.005, 0.000, 25.50, 15, 10, 18, 4, 4, 11, 100,
 15:35:06.099,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.44, 23, 12, 14, 4, 4, 11, 100,
 15:35:06.099,e8:cb:ed:5a:4c:24, 1, 0, 0,, 0.000, 0.011, 0.000, 25.37, 31, 11, 13, 4, 4, 11, 100,
 15:35:06.099,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.011, 0.000, 25.44, 35, 11, 12, 4, 4, 11, 100,
 15:35:06.099,e8:cb:ed:5a:4c:24, 2, 1, 1,, 0.000, 0.005, 0.000, 25.50, 42, 16, 5, 4, 4, 11, 100,
 15:35:06.099,e8:cb:ed:5a:4c:24, 2, 1, 1,, 0.000, 0.005, 0.000, 25.31, 50, 23, 4, 4, 4, 11, 100,
 15:35:06.099,e8:cb:ed:5a:4c:24, 2, 1, 1,, 0.000, 0.005, 0.000, 25.37, 54, 26, 3, 4, 4, 11, 100,
 15:35:06.099,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.005, 0.000, 25.50, 54, 25, 4, 4, 4, 11, 100,
 15:35:06.115,e8:cb:ed:5a:4c:24, 0, 1, 2,, 0.000, 0.005, 0.000, 25.50, 53, 19, 13, 4, 4, 11, 100,
 15:35:06.115,e8:cb:ed:5a:4c:24, 0, 0, 0,, 0.000, 0.000, 0.000, 25.50, 50, 13, 11, 4, 4, 11, 100,
 15:35:06.115,e8:cb:ed:5a:4c:24, 0, 0, 1,, 0.000, 0.000, 0.000, 25.25, 48, 9, 20, 4, 4, 11, 100,
 15:35:06.115,e8:cb:ed:5a:4c:24, 0, 0, 1,, 0.000, 0.005, 0.000, 25.50, 42, 6, 21, 4, 4, 11, 100,
 15:35:06.115,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.31, 36, 4, 22, 4, 4, 11, 100,
 15:35:06.115,e8:cb:ed:5a:4c:24, 2, 0, 2,, 0.000, 0.005, 0.000, 25.44, 31, 2, 28, 4, 4, 11, 100,
 15:35:06.115,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.000, 0.000, 25.37, 35, 2, 22, 4, 4, 11, 100,
 15:35:06.115,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.25, 36, 5, 19, 4, 4, 11, 100,
 15:35:06.117,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.37, 38, 5, 16, 4, 4, 11, 100,
 15:35:06.117,e8:cb:ed:5a:4c:24, 1, 0, 0,, 0.000, 0.005, 0.000, 25.44, 41, 3, 6, 4, 4, 11, 100,
 15:35:06.117,e8:cb:ed:5a:4c:24, 0, 0, 2,, 0.000, 0.005, 0.000, 25.50, 41, 1, 7, 4, 4, 11, 100,
 15:35:06.117,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.50, 39, 4, 9, 4, 4, 11, 100,
 15:35:06.205,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.005, 0.000, 25.50, 34, 7, 6, 4, 4, 11, 100,
 15:35:06.205,e8:cb:ed:5a:4c:24, 1, 1, 2,, 0.000, 0.000, 0.000, 25.25, 32, 11, 16, 4, 4, 11, 100,
 15:35:06.205,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.25, 29, 13, 16, 4, 4, 11, 100,
 15:35:06.205,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.37, 24, 12, 15, 4, 4, 11, 100,
 15:35:06.205,e8:cb:ed:5a:4c:24, 1, 0, 0,, 0.000, 0.005, 0.000, 25.56, 17, 11, 15, 4, 4, 11, 100,
 15:35:06.205,e8:cb:ed:5a:4c:24, 1, 1, 1,, 0.000, 0.011, 0.000, 25.31, 24, 16, 11, 4, 4, 11, 100,
 15:35:06.205,e8:cb:ed:5a:4c:24, 1, 1, 1,, 0.000, 0.005, 0.000, 25.31, 28, 24, 14, 4, 4, 11, 100,
 15:35:06.205,e8:cb:ed:5a:4c:24, 1, 1, 2,, 0.000, 0.011, 0.000, 25.31, 30, 29, 8, 4, 4, 11, 100,
 15:35:06.207,e8:cb:ed:5a:4c:24, 3, 0, 0,, 0.000, 0.000, 0.000, 25.31, 31, 29, 3, 4, 4, 11, 100,
 15:35:06.207,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.000, 0.000, 25.31, 38, 26, 9, 4, 4, 11, 100,
 15:35:06.207,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.000, 0.000, 25.44, 48, 22, 9, 4, 4, 11, 100,
 15:35:06.207,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.56, 48, 24, 5, 4, 4, 11, 100,
 15:35:06.368,e8:cb:ed:5a:4c:24, 0, 0, 1,, 0.000, 0.005, 0.000, 25.31, 48, 24, 10, 4, 4, 11, 100,
 15:35:06.369,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.44, 47, 24, 5, 1, 4, 9, 100,
 15:35:06.369,e8:cb:ed:5a:4c:24, 1, 1, 1,, 0.000, 0.005, 0.000, 25.37, 43, 25, 10, 1, 4, 9, 100,
 15:35:06.369,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.000, 0.000, 25.44, 33, 24, 8, 1, 4, 9, 100,
 15:35:06.369,e8:cb:ed:5a:4c:24, 2, 0, 0,, 0.000, 0.005, 0.000, 25.44, 23, 21, 9, 1, 4, 9, 100,
 15:35:06.369,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.005, 0.000, 25.50, 13, 19, 11, 1, 4, 9, 100,
 15:35:06.369,e8:cb:ed:5a:4c:24, 2, 0, 2,, 0.000, 0.005, 0.000, 25.25, 4, 22, 11, 1, 4, 9, 100,
 15:35:06.369,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.005, 0.000, 25.31, 10, 23, 19, 1, 4, 9, 100,
 15:35:06.369,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.50, 12, 23, 15, 1, 4, 9, 100,
 15:35:06.369,e8:cb:ed:5a:4c:24, 1, 1, 1,, 0.000, 0.005, 0.000, 25.56, 11, 22, 15, 1, 4, 9, 100,
 15:35:06.369,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.005, 0.000, 25.31, 4, 22, 13, 1, 4, 9, 100,
 15:35:06.369,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.31, 5, 20, 11, 1, 4, 9, 100,
 15:35:06.475,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.005, 0.000, 25.44, 10, 17, 14, 1, 4, 9, 100,
 15:35:06.475,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.000, 0.000, 25.37, 13, 14, 3, 1, 4, 9, 100,
 15:35:06.475,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.000, 0.000, 25.44, 13, 12, 3, 1, 4, 9, 100,
 15:35:06.475,e8:cb:ed:5a:4c:24, 1, 1, 1,, 0.000, 0.000, 0.000, 25.31, 8, 9, 10, 1, 4, 9, 100,
 15:35:06.475,e8:cb:ed:5a:4c:24, 1, 1, 0,, 0.000, 0.000, 0.000, 25.31, 2, 4, 12, 1, 4, 9, 100,
 15:35:06.475,e8:cb:ed:5a:4c:24, 1, 1, 2,, 0.000, 0.005, 0.000, 25.50, 9, 8, 26, 1, 4, 9, 100,
 15:35:06.475,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.011, 0.000, 25.31, 16, 8, 27, 1, 4, 9, 100,
 15:35:06.475,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.005, 0.000, 25.63, 24, 7, 21, 1, 4, 9, 100,
 15:35:06.477,e8:cb:ed:5a:4c:24, 2, 0, 1,, 0.000, 0.005, 0.000, 25.31, 32, 4, 22, 1, 4, 9, 100,
 15:35:06.477,e8:cb:ed:5a:4c:24, 1, 0, 1,, 0.000, 0.005, 0.000, 25.56, 39, 2, 18, 1, 4, 9, 100,
 15:35:06.477,e8:cb:ed:5a:4c:24, 2, 0, 0,, 0.000, 0.000, 0.000, 25.37, 42, 5, 13, 1, 4, 9, 100,
 15:35:06.477,e8:cb:ed:5a:4c:24, 1, 1, 1,, 0.000, 0.000, 0.000, 25.50, 41, 9, 11, 1, 4, 9, 100,
 15:35:06.536,e8:cb:ed:5a:4c:24, 0, 0, 1,, 0.000, 0.000, 0.000, 25.37, 33, 10, 7, 1, 4, 9, 100,
 15:35:06.536,e8:cb:ed:5a:4c:24, 0, 0, 1,, 0.000, 0.005, 0.000, 25.37, 25, 9, 8, 1, 4, 9, 100,
 15:35:06.536,e8:cb:ed:5a:4c:24, 1, 0, 2,, 0.000, 0.005, 0.000, 25.25, 22, 7, 8, 1, 4, 9, 100,
 15:35:06.536,e8:cb:ed:5a:4c:24, 1, 0, 0,, 0.000, 0.005, 0.000, 25.50, 18, 10, 6, 1, 4, 9, 100,
